102,31,2.5,1260759144
102,1029,3,1260759179
102,1061,3,1260759182
102,1129,2,1260759185
102,1172,4,1260759205
102,1263,2,1260759151
102,1287,2,1260759187
102,1293,2,1260759148
102,1339,3.5,1260759125
102,1343,2,1260759131
102,1371,2.5,1260759135
102,1405,1,1260759203
102,1953,4,1260759191
102,2105,4,1260759139
102,2150,3,1260759194
102,2193,2,1260759198
102,2294,2,1260759108
102,2455,2.5,1260759113
102,2968,1,1260759200
102,3671,3,1260759117
103,10,4,835355493
103,17,5,835355681
103,39,5,835355604
103,47,4,835355552
103,50,4,835355586
103,52,3,835356031
103,62,3,835355749
103,110,4,835355532
103,144,3,835356016
103,150,5,835355395
103,153,4,835355441
103,161,3,835355493
103,165,3,835355441
103,168,3,835355710
103,185,3,835355511
103,186,3,835355664
103,208,3,835355511
103,222,5,835355840
103,223,1,835355749
103,225,3,835355552
103,235,3,835355664
103,248,3,835355896
103,253,4,835355511
103,261,4,835355681
103,265,5,835355697
103,266,5,835355586
103,272,3,835355767
103,273,4,835355779
103,292,3,835355492
103,296,4,835355395
103,300,3,835355532
103,314,4,835356044
103,317,2,835355551
103,319,1,835355918
103,339,3,835355492
103,349,4,835355441
103,350,4,835355697
103,356,3,835355628
103,357,3,835355749
103,364,3,835355604
103,367,3,835355619
103,370,2,835355932
103,371,3,835355968
103,372,3,835356094
103,377,3,835355710
103,382,3,835356165
103,405,2,835356246
103,410,3,835355532
103,454,4,835355604
103,457,3,835355511
103,468,4,835355790
103,474,2,835355828
103,480,4,835355643
103,485,3,835355918
103,497,3,835355880
103,500,4,835355731
103,508,4,835355860
103,509,4,835355719
103,515,4,835355817
103,527,4,835355731
103,537,4,835356199
103,539,3,835355767
103,550,3,835356109
103,551,5,835355767
103,552,3,835355860
103,585,5,835355817
103,586,3,835355790
103,587,3,835355779
103,588,3,835355441
103,589,5,835355697
103,590,5,835355395
103,592,5,835355395
103,593,3,835355511
103,616,3,835355932
103,661,4,835356141
103,720,4,835355978
104,60,3,1298861675
104,110,4,1298922049
104,247,3.5,1298861637
104,267,3,1298861761
104,296,4.5,1298862418
104,318,5,1298862121
104,355,2.5,1298861589
104,356,5,1298862167
104,377,2.5,1298923242
104,527,3,1298862528
104,588,3,1298922100
104,592,3,1298923247
104,593,3,1298921840
104,595,2,1298923260
104,736,3.5,1298932787
104,778,4,1298863157
104,866,3,1298861687
104,1197,5,1298932770
104,1210,3,1298921795
104,1235,4,1298861628
104,1271,3,1298861605
104,1378,4,1298861658
104,1580,3.5,1298922089
104,1721,4.5,1298923236
104,1884,4,1298863143
104,2028,4,1298921862
104,2318,4,1298861753
104,2513,3,1298861789
104,2694,3,1298862710
104,2702,3.5,1298861796
104,2716,3,1298924017
104,2762,3.5,1298922057
104,2841,4,1298861733
104,2858,4,1298921825
104,2959,5,1298862874
104,3243,3,1298861968
104,3510,4,1298861633
104,3949,5,1298863174
104,5349,3,1298923266
104,5669,3.5,1298862672
104,6377,3,1298922080
104,7153,2.5,1298921787
104,7361,3,1298922065
104,8622,3.5,1298861650
104,8636,3,1298932766
104,27369,3.5,1298862555
104,44191,3.5,1298932740
104,48783,4.5,1298862361
104,50068,4.5,1298862467
104,58559,3,1298922071
104,84236,4,1298922130
105,10,4,949810645
105,34,5,949919556
105,112,5,949810582
105,141,5,949919681
105,153,4,949811346
105,173,3,949811346
105,185,3,949920047
105,260,5,949779042
105,289,4,949778802
105,296,5,949895708
105,329,3,949810618
105,349,5,949810582
105,356,5,949919763
105,357,5,949919681
105,364,5,949949538
105,367,4,949895887
105,380,3,949810534
105,410,3,949919883
105,431,3,949895772
105,434,4,949810688
105,435,1,949920135
105,440,4,949919802
105,442,4,949920028
105,464,4,949811315
105,480,5,949810582
105,541,5,949779091
105,588,5,949949486
105,589,5,949919938
105,590,3,949810534
105,594,5,949949538
105,596,5,949949638
105,610,4,949982238
105,616,5,949949444
105,858,5,949779022
105,903,5,949919189
105,910,4,949919306
105,913,5,949919247
105,919,5,949949396
105,1011,4,949919454
105,1016,4,949919322
105,1022,5,949949638
105,1028,5,949949638
105,1030,5,949896377
105,1031,5,949896377
105,1032,5,949949538
105,1033,5,949949638
105,1036,5,949896244
105,1073,5,949919372
